,Year,Month,State,Location,Food,Species,Status,Illnesses,Hospitalizations,Fatalities,FISP
5917,2002,June,New York,Unknown,Unknown,Norovirus genogroup I,Suspected,11,,,NY
5918,2002,June,New York,Catering Service; Hospital,"Gravy, Unspecified",Cyclospora cayatenensis,Confirmed,14,,,NY
5919,2002,June,New York,Restaurant,Unknown,Bacillus cereus,Suspected,4,,,NY
5920,2002,June,New York,Restaurant,Tuna Burger,Scombroid toxin,Confirmed,2,,,NY
5921,2002,June,New York,Private Home/Residence,"Lamb, Unspecified",Salmonella enterica,Confirmed,11,3.0,,NY
5922,2002,June,New York,Restaurant,Unknown,Norovirus genogroup I,Confirmed,7,,,NY
5923,2002,June,North Carolina,School/College/University,"Sandwich, Turkey",Staphylococcus aureus,Confirmed,53,5.0,0.0,NC
5924,2002,June,North Carolina,Unknown,Unknown,Salmonella enterica,Confirmed,23,4.0,0.0,NC
5925,2002,June,Ohio,Restaurant,Unknown,Norovirus genogroup I,Confirmed,4,0.0,0.0,OH
5926,2002,June,Ohio,Religious Facility,Unknown,Unknown,Unknown,16,0.0,0.0,OH
5927,2002,June,Ohio,Restaurant,Unspecified Fruit; Vegetable Tray; Pasta-Based Salads Unspecified,Norovirus genogroup I,Suspected,35,0.0,0.0,OH
5928,2002,June,Ohio,Restaurant,Unknown,Unknown,Unknown,8,,,OH
5929,2002,June,Ohio,Restaurant,Lettuce-Based Salads Unspecified,Norovirus genogroup I,Confirmed,15,0.0,0.0,OH
5930,2002,June,Ohio,Restaurant,Unknown,Unknown,Unknown,2,,0.0,OH
5931,2002,June,Ohio,Restaurant,Chicken And Rice,Bacillus cereus,Confirmed,8,0.0,0.0,OH
5932,2002,June,Ohio,Private Home/Residence,Unknown,Norovirus genogroup I,Confirmed,2,,,OH
5933,2002,June,Oregon,Restaurant,Multiple Salads,Norovirus genogroup I,Confirmed,6,0.0,0.0,OR
5934,2002,June,Oregon,Unknown,Unknown,Unknown,Unknown,8,0.0,0.0,OR
5935,2002,June,Oregon,Grocery Store,"Sushi, Unspecified",Scombroid toxin,Confirmed,2,0.0,0.0,OR
5936,2002,June,Oregon,Unknown,Unknown,Unknown,Unknown,50,0.0,0.0,OR
5937,2002,June,Oregon,Unknown,Unknown,Unknown,Unknown,43,1.0,0.0,OR
5938,2002,June,Pennsylvania,Restaurant,"Chicken, Unspecified; Ham, Unspecified",Salmonella enterica,Confirmed,15,0.0,0.0,PA
5939,2002,June,Pennsylvania,Unknown,"Chicken, Unspecified",Bacillus cereus,Confirmed,11,0.0,0.0,PA
5940,2002,June,Pennsylvania,Restaurant,Unknown,Norovirus genogroup I,Suspected,6,0.0,0.0,PA
5941,2002,June,Pennsylvania,Catering Service,"Turkey, Unspecified",Clostridium perfringens,Suspected,40,0.0,0.0,PA
5942,2002,June,Pennsylvania,Restaurant,Unknown,Unknown,Unknown,16,0.0,0.0,PA
5943,2002,June,Tennessee,Restaurant,"Salsa, Unspecified",Salmonella enterica,Confirmed,16,0.0,0.0,TN
5944,2002,June,Tennessee,Restaurant,Unknown,Salmonella enterica,Confirmed,178,22.0,1.0,TN
5945,2002,June,Tennessee,Restaurant,Unknown,Unknown,Unknown,24,1.0,0.0,TN
5946,2002,June,Texas,Restaurant,Unknown,Unknown,Unknown,11,0.0,0.0,TX
5947,2002,June,Texas,Restaurant,Unknown,Unknown,Unknown,58,1.0,0.0,TX
5948,2002,June,Texas,Restaurant,Unknown,Unknown,Unknown,58,1.0,0.0,TX
5949,2002,June,Washington,Restaurant; Private Home/Residence,Unknown,Unknown,Unknown,14,0.0,0.0,WA
5950,2002,June,Washington,Restaurant,"Ethnic Style, Unspecified",Unknown,Unknown,2,0.0,0.0,WA
5951,2002,June,Washington,Restaurant,"Ethnic Style, Unspecified",Unknown,Unknown,7,0.0,0.0,WA
5952,2002,June,Washington,Private Home/Residence,Multiple Foods,Salmonella enterica,Confirmed,19,1.0,0.0,WA
5953,2002,June,Washington,Restaurant,Coleslaw,Unknown,Unknown,2,0.0,0.0,WA
5954,2002,June,Washington,Restaurant,"Sandwich, Turkey",Norovirus genogroup I,Suspected,19,0.0,0.0,WA
5955,2002,June,Washington,Restaurant,"Ethnic Style, Buffet",Unknown,Unknown,6,0.0,0.0,WA
5956,2002,June,Washington,Catering Service,Deli Tray,Norovirus genogroup I,Confirmed,18,,,WA
5957,2002,June,Washington DC,Grocery Store,Strawberries; Watermelon,Unknown,Unknown,11,0.0,0.0,WA
5958,2002,June,Washington DC,Restaurant,Pasta Salad,Salmonella enterica,Confirmed,57,3.0,0.0,WA
5959,2002,June,Wisconsin,Grocery Store,"Roast Beef, Other",Clostridium perfringens,Confirmed,13,0.0,0.0,WI
5960,2002,June,Wisconsin,Restaurant,Yellowfin Tuna,Scombroid toxin,Suspected,6,0.0,0.0,WI
5961,2002,June,Wisconsin,Camp,Unknown,Norovirus genogroup I,Confirmed,40,,,WI
5962,2002,July,Alabama,Restaurant,"Ground Beef, Cheeseburger",Unknown,Unknown,2,0.0,0.0,AL
5963,2002,July,Alabama,Restaurant,"Ground Beef, Hamburger; French Fries",Unknown,Unknown,2,0.0,0.0,AL
5964,2002,July,Alabama,Restaurant,Chicken Salad; Chef Salad; Ranch Dressing,Unknown,Unknown,3,0.0,0.0,AL
5965,2002,July,Alabama,Restaurant,"Ground Beef, Cheeseburger",Unknown,Unknown,4,0.0,0.0,AL
5966,2002,July,Alabama,Restaurant,"Shell Eggs, Scrambled Hard; Sausage, Pork",Unknown,Unknown,2,0.0,0.0,AL
5967,2002,July,Alabama,Restaurant,"Dips, Unspecified; Chef Salad",Unknown,Unknown,2,0.0,0.0,AL
5968,2002,July,Alabama,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,AL
5969,2002,July,Alabama,Restaurant,"Chicken, Unspecified; French Fries",Unknown,Unknown,2,0.0,0.0,AL
5970,2002,July,Alaska,Private Home/Residence,Salmon Eggs,Clostridium botulinum,Confirmed,2,2.0,0.0,AK
5971,2002,July,Alaska,Private Home/Residence,"Whale, Unspecified",Clostridium botulinum,Confirmed,8,5.0,0.0,AK
5972,2002,July,Arizona,Unknown,Unknown,Norovirus genogroup I,Suspected,45,,,AZ
5973,2002,July,California,Restaurant; Office/Indoor Workplace,Alfalfa Sprouts,"Escherichia coli, Shiga toxin-producing",Confirmed,5,3.0,0.0,CA
5974,2002,July,California,Restaurant,Unknown,Unknown,Unknown,14,0.0,0.0,CA
5975,2002,July,California,Unknown,"Beef, Unspecified","Escherichia coli, Shiga toxin-producing",Confirmed,2,1.0,1.0,CA
5976,2002,July,California,Restaurant,"Refried Beans, Unspecified",Bacillus cereus,Suspected,7,0.0,0.0,CA
5977,2002,July,California,Private Home/Residence,"Sandwich, Pork",Staphylococcus aureus,Suspected,3,0.0,0.0,CA
5978,2002,July,California,Restaurant,Unknown,Norovirus genogroup I,Confirmed,13,0.0,0.0,CA
5979,2002,July,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,4,0.0,0.0,CA
5980,2002,July,California,Private Home/Residence,"Fruit Salad; Chicken, Unspecified",Norovirus genogroup I,Suspected,14,0.0,0.0,CA
5981,2002,July,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,4,0.0,0.0,CA
5982,2002,July,California,Restaurant,Unknown,Bacillus cereus,Suspected,2,0.0,0.0,CA
5983,2002,July,California,Restaurant,Ice,Norovirus genogroup I,Suspected,5,0.0,0.0,CA
5984,2002,July,California,Restaurant,Unknown,Chemical or toxin,Suspected,12,0.0,0.0,CA
5985,2002,July,Colorado,Restaurant; Private Home/Residence,"Cilantro, Unspecified",Salmonella enterica,Confirmed,13,6.0,0.0,CO
5986,2002,July,Florida,Restaurant,"Shrimp Sauce, Unspecified",Unknown,Unknown,2,0.0,0.0,FL
5987,2002,July,Florida,Restaurant,"Ground Beef, Other",Unknown,Unknown,7,0.0,0.0,FL
5988,2002,July,Florida,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,FL
5989,2002,July,Florida,Restaurant,Unknown,Unknown,Unknown,7,1.0,0.0,FL
5990,2002,July,Florida,Restaurant,"Ground Beef, Hamburger",Unknown,Unknown,2,,,FL
5991,2002,July,Florida,Restaurant,"Soup, Clam Chowder",Unknown,Unknown,2,1.0,,FL
5992,2002,July,Florida,Restaurant,"Chicken, Fried",Unknown,Unknown,3,,,FL
5993,2002,July,Florida,Restaurant,Fruit Smoothie,Unknown,Unknown,2,,,FL
5994,2002,July,Florida,Restaurant,"Pizza, Cheese",Staphylococcus aureus,Suspected,2,,,FL
5995,2002,July,Florida,Restaurant,Unknown,Clostridium perfringens,Suspected,5,0.0,0.0,FL
5996,2002,July,Florida,Restaurant,"Sandwich, Steak",Staphylococcus aureus,Suspected,2,,,FL
5997,2002,July,Florida,Unknown,Guacamole; Grape Tomato,Unknown,Unknown,2,,,FL
5998,2002,July,Florida,Restaurant,"Potato, Mashed",Salmonella enterica,Confirmed,5,4.0,,FL
5999,2002,July,Florida,Restaurant,"Ground Beef, Hamburger",Shigella boydii,Suspected,2,1.0,,FL
6000,2002,July,Florida,Restaurant,Potato Salad,Norovirus genogroup II,Confirmed,10,,,FL
6001,2002,July,Florida,Restaurant,Lettuce-Based Salads Unspecified,Norovirus genogroup II,Confirmed,8,0.0,0.0,FL
6002,2002,July,Florida,Restaurant,"Chicken, Fried",Unknown,Unknown,3,,,FL
6003,2002,July,Florida,Restaurant,Unknown,Shigella unknown,Suspected,5,1.0,,FL
6004,2002,July,Florida,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,Suspected,5,0.0,0.0,FL
6005,2002,July,Florida,Private Home/Residence,"Mustard Greens, Unspecified; Potato Salad",Salmonella enterica,Confirmed,56,4.0,0.0,FL
6006,2002,July,Guam,Private Home/Residence,Shrimp Kelaguin,Vibrio parahaemolyticus,Suspected,2,,,GU
6007,2002,July,Guam,Restaurant,"Ice Cream, Unspecified",Unknown,Unknown,2,,,GU
6008,2002,July,Guam,Private Home/Residence; Grocery Store,"Sushi, Unspecified",Unknown,Unknown,7,,,GU
6009,2002,July,Guam,Restaurant,"Sushi, Unspecified",Unknown,Unknown,3,,,GU
6010,2002,July,Hawaii,Camp,"Fish, Kole",Ciguatoxin,Confirmed,3,0.0,0.0,HI
6011,2002,July,Hawaii,Private Home/Residence,"Fish, Baracuda",Ciguatoxin,Confirmed,2,0.0,0.0,HI
6012,2002,July,Hawaii,Private Home/Residence,Grey Snapper,Ciguatoxin,Confirmed,2,0.0,0.0,HI
6013,2002,July,Hawaii,Private Home/Residence,"Fish, Ulua, Unspecified",Ciguatoxin,Confirmed,2,0.0,0.0,HI
6014,2002,July,Hawaii,Private Home/Residence; Catering Service,Unknown,Unknown,Unknown,27,0.0,0.0,HI
6015,2002,July,Hawaii,Restaurant,"Fish, Mahi Mahi",Histamine,Confirmed,2,0.0,0.0,HI
6016,2002,July,Illinois,Restaurant,"Pork, Other",Unknown,Unknown,24,1.0,0.0,IL
6017,2002,July,Illinois,Restaurant,Unknown,Unknown,Unknown,5,0.0,0.0,IL
6018,2002,July,Illinois,Restaurant,Unknown,Norovirus genogroup I,Suspected,24,0.0,0.0,IL
6019,2002,July,Illinois,Restaurant,Unknown,Norovirus genogroup II,Confirmed,15,0.0,0.0,IL
6020,2002,July,Illinois,Restaurant,Unknown,Norovirus genogroup I,Suspected,3,0.0,0.0,IL
6021,2002,July,Kansas,Unknown,Unknown,Unknown,Unknown,3,,,KS
6022,2002,July,Kansas,Unknown,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,2,1.0,0.0,KS
6023,2002,July,Kansas,Restaurant,Unknown,Staphylococcus aureus,Suspected,2,0.0,0.0,KS
6024,2002,July,Kansas,Catering Service,"Beef, Brisket",Clostridium perfringens,Suspected,25,0.0,0.0,KS
6025,2002,July,Maine,Religious Facility,"Ham, Other",Staphylococcus aureus,Confirmed,80,13.0,0.0,ME
6026,2002,July,Maine,Restaurant,Unknown,Virus,Suspected,7,0.0,0.0,ME
6027,2002,July,Maryland,Restaurant,Unknown,Salmonella enterica,Confirmed,11,2.0,,MD
6028,2002,July,Maryland,Restaurant,Flan,Unknown,Unknown,3,0.0,0.0,MD
6029,2002,July,Maryland,Restaurant,Unknown,Norovirus genogroup I,Confirmed,11,1.0,,MD
6030,2002,July,Maryland,Restaurant,Unknown,Bacillus cereus,Suspected,4,0.0,0.0,MD
6031,2002,July,Maryland,Restaurant,"Sandwich, Submarine",Salmonella enterica,Confirmed,3,1.0,,MD
6032,2002,July,Massachusetts,Unknown,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,5,3.0,0.0,MA
6033,2002,July,Massachusetts,Restaurant,"Fish, Baracuda",Ciguatoxin,Confirmed,6,0.0,0.0,MA
6034,2002,July,Massachusetts,Camp,"Sandwich, Peanut Butter And Jelly; Shell Eggs, Scrambled Hard; Sandwich, Tuna Fish",Unknown,Unknown,25,0.0,0.0,MA
6035,2002,July,Michigan,Restaurant,"Pizza, Meat",Unknown,Unknown,4,0.0,0.0,MI
6036,2002,July,Michigan,Restaurant,Unknown,Norovirus unknown,Confirmed,5,0.0,0.0,MI
6037,2002,July,Michigan,Restaurant,Unknown,Unknown,Unknown,6,0.0,0.0,MI
6038,2002,July,Michigan,Restaurant,Unknown,Norovirus genogroup I,Confirmed,12,0.0,0.0,MI
6039,2002,July,Michigan,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,MI
6040,2002,July,Minnesota,Restaurant,"Feta Cheese, Unspecified; Oil, Unspecified; Cucumber, Unspecified",Norovirus genogroup I,Confirmed,6,0.0,0.0,MN
6041,2002,July,Minnesota,Restaurant,Unknown,Salmonella enterica,Confirmed,20,1.0,0.0,MN
6042,2002,July,Minnesota,Private Home/Residence; Grocery Store,Unknown,Norovirus genogroup I,Suspected,6,0.0,0.0,MN
6043,2002,July,Multistate,Restaurant,"Deli Meat, Sliced Turkey",Listeria monocytogenes,Confirmed,54,,8.0,Multi
6044,2002,July,Multistate,Restaurant; Hospital; School/College/University,"Tomato, Unspecified",Salmonella enterica,Confirmed,510,43.0,0.0,Multi
6045,2002,July,New Jersey,Restaurant,"Pork, Roasted",Clostridium perfringens,Confirmed,30,,,NJ
6046,2002,July,New York,Restaurant,"Fried Rice, Unspecified; Chicken, Baked",Bacillus cereus,Suspected,4,,,NY
6047,2002,July,New York,Unknown,Unknown,Unknown,Unknown,20,,,NY
6048,2002,July,New York,Restaurant,Unknown,Unknown,Unknown,2,,,NY
6049,2002,July,New York,Private Home/Residence,"Macaroni Salad; Beef, Bbq",Salmonella enterica,Suspected,14,,,NY
6050,2002,July,North Carolina,Restaurant,Unknown,Salmonella enterica,Suspected,2,,,NC
6051,2002,July,North Carolina,Catering Service,"Cake, Unspecified; Tomato, Unspecified",Norovirus genogroup I,Confirmed,11,0.0,0.0,NC
6052,2002,July,Ohio,Catering Service,Unknown,Norovirus genogroup I,Confirmed,70,0.0,0.0,OH
6053,2002,July,Ohio,Restaurant,"Fish, Codfish",Bacillus cereus; Staphylococcus aureus,Suspected,7,0.0,0.0,OH
6054,2002,July,Ohio,Restaurant,Unknown,Bacillus cereus; Staphylococcus aureus,Suspected,3,0.0,0.0,OH
6055,2002,July,Ohio,Restaurant,Unknown,Unknown,Unknown,3,,,OH
6056,2002,July,Ohio,Restaurant,Unknown,Norovirus genogroup I,Confirmed,21,0.0,0.0,OH
6057,2002,July,Ohio,Restaurant,Unknown,Norovirus genogroup I,Confirmed,25,0.0,0.0,OH
6058,2002,July,Pennsylvania,Restaurant,"Pork, Pepperoni",Unknown,Unknown,9,0.0,0.0,PA
6059,2002,July,Pennsylvania,Unknown,"Pork, Roasted",Salmonella enterica,Confirmed,18,0.0,0.0,PA
6060,2002,July,Pennsylvania,Restaurant; Catering Service; Fair/Festival,Crab Cakes,Salmonella enterica,Confirmed,8,1.0,0.0,PA
6061,2002,July,Tennessee,Restaurant,Unknown,Virus,Suspected,6,0.0,0.0,TN
6062,2002,July,Tennessee,Catering Service,Unknown,Unknown,Unknown,12,0.0,0.0,TN
6063,2002,July,Texas,Restaurant,"Shrimp, Steamed; Crab, Unspecified; Shrimp Salad",Unknown,Unknown,24,0.0,0.0,TX
6064,2002,July,Washington,Restaurant,"Sandwich, Deli",Norovirus genogroup I,Suspected,37,0.0,0.0,WA
6065,2002,July,Washington,Restaurant,"Pizza, Vegetable",Unknown,Unknown,4,0.0,0.0,WA
6066,2002,July,Washington,Restaurant,"Burrito, Chicken; Enchilada, Chicken; Refried Beans, Unspecified",Unknown,Unknown,2,0.0,0.0,WA
6067,2002,July,Washington,Restaurant,"Salsa, Unspecified; Rice, White; Black Beans",Norovirus genogroup I,Suspected,2,0.0,0.0,WA
6068,2002,July,Washington,Restaurant,"Ethnic Style, Buffet",Unknown,Unknown,7,0.0,0.0,WA
6069,2002,July,Washington,Camp,Caesar Salad,"Escherichia coli, Shiga toxin-producing",Confirmed,55,,0.0,WA
6070,2002,July,Wisconsin,Restaurant,Unknown,Salmonella enterica,Confirmed,14,3.0,0.0,WI
6071,2002,July,Wisconsin,Restaurant,"Sandwich, Unspecified",Salmonella enterica,Confirmed,10,0.0,0.0,WI
6072,2002,July,Wisconsin,Restaurant,Unknown,Salmonella enterica,Confirmed,4,2.0,0.0,WI
6073,2002,July,Wyoming,Catering Service,"Sandwich, Unspecified; Salad, Unspecified",Norovirus genogroup I,Confirmed,29,0.0,0.0,WY
6074,2002,August,Alabama,Restaurant,"Ground Beef, Cheeseburger; Ground Beef, Cheeseburger",Unknown,Unknown,2,0.0,0.0,AL
6075,2002,August,Alabama,Private Home/Residence,"Fish, Mahi Mahi",Unknown,Unknown,4,0.0,0.0,AL
6076,2002,August,Alabama,Restaurant,"Chicken, Fried; French Fries",Unknown,Unknown,3,0.0,0.0,AL
6077,2002,August,Alabama,Restaurant,"Sandwich, Chicken Parmesan; Pasta Salad",Unknown,Unknown,2,0.0,0.0,AL
6078,2002,August,Alabama,Restaurant,"Noodles, Unspecified; Chicken, Fried; Unspecified Fish",Unknown,Unknown,7,0.0,0.0,AL
6079,2002,August,Arkansas,Restaurant,Chicken Salad,Norovirus genogroup I,Suspected,22,0.0,0.0,AR
6080,2002,August,California,Restaurant,Unknown,Clostridium perfringens; Bacillus cereus,Suspected,9,,,CA
6081,2002,August,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,6,,,CA
6082,2002,August,California,Restaurant,Guacamole,Shigella sonnei,Confirmed,5,2.0,0.0,CA
6083,2002,August,California,Restaurant,Egg Rolls,Chemical or toxin,Suspected,2,0.0,0.0,CA
6084,2002,August,California,Restaurant,Unknown,Unknown,Unknown,2,,,CA
6085,2002,August,California,Restaurant,Unknown,Staphylococcus aureus; Bacillus cereus; Clostridium perfringens,Suspected,7,1.0,0.0,CA
6086,2002,August,California,Private Home/Residence,"Fried Rice, Unspecified",Staphylococcus aureus,Confirmed,19,,,CA
6087,2002,August,California,Restaurant,Chicken Salad; Green Salad,Norovirus genogroup I,Suspected,3,0.0,0.0,CA
6088,2002,August,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,3,0.0,0.0,CA
6089,2002,August,California,Restaurant,Unknown,Norovirus genogroup I,Confirmed,20,0.0,0.0,CA
6090,2002,August,California,Restaurant,"Oysters, Unspecified",Unknown,Unknown,3,0.0,0.0,CA
6091,2002,August,California,Restaurant,"Lasagna, Unspecified; Eggplant, Unspecified",Norovirus genogroup I,Suspected,24,0.0,0.0,CA
6092,2002,August,California,Restaurant,Chips And Salsa,Norovirus genogroup I,Suspected,4,0.0,0.0,CA
6093,2002,August,California,Catering Service; Religious Facility,Chicken Salad,Clostridium perfringens; Bacillus cereus,Suspected,21,0.0,0.0,CA
6094,2002,August,California,Restaurant,Unknown,Norovirus genogroup I,Suspected,32,1.0,0.0,CA
6095,2002,August,California,Restaurant,Chicken Picata,Norovirus genogroup I,Suspected,28,0.0,0.0,CA
6096,2002,August,California,Restaurant,Unknown,"Escherichia coli, Shiga toxin-producing",Suspected,16,2.0,,CA
6097,2002,August,California,Catering Service,"Tomato, Unspecified; Lettuce, Unspecified",Norovirus genogroup I,Confirmed,50,,,CA
6098,2002,August,California,Restaurant,"Burrito, Unspecified; Salsa, Unspecified",Campylobacter jejuni,Suspected,3,1.0,,CA
6099,2002,August,California,Private Home/Residence,"Ground Beef, Unspecified","Escherichia coli, Shiga toxin-producing",Confirmed,9,3.0,,CA
6100,2002,August,California,Restaurant,"Shrimp, Unspecified",Staphylococcus aureus,Suspected,6,,,CA
6101,2002,August,Colorado,Restaurant,"Refried Beans, Unspecified",Bacillus cereus,Suspected,2,,,CO
6102,2002,August,Connecticut,Unknown,Unknown,Campylobacter jejuni,Confirmed,14,1.0,0.0,CT
6103,2002,August,Florida,Restaurant,"Spaghetti, Unspecified",Staphylococcus aureus,Suspected,2,,,FL
6104,2002,August,Florida,Restaurant,Multiple Foods,Staphylococcus aureus,Suspected,2,,,FL
6105,2002,August,Florida,Restaurant,"Chicken, Bbq",Staphylococcus aureus,Suspected,2,,,FL
6106,2002,August,Florida,Restaurant,"Fish, Grouper, Unspecified",Unknown,Unknown,2,,,FL
6107,2002,August,Florida,Restaurant,"Sandwich, Ham/Cheese; Sandwich, Roast Beef",Unknown,Unknown,3,,,FL
6108,2002,August,Florida,Restaurant,Buffet,Unknown,Unknown,4,0.0,0.0,FL
6109,2002,August,Florida,Restaurant,"Salsa, Unspecified",Chemical or toxin,Suspected,3,,,FL
6110,2002,August,Florida,Restaurant,"Chicken, Sesame",Staphylococcus aureus,Suspected,2,,,FL
6111,2002,August,Florida,Restaurant,"Fried Rice, Unspecified; Chicken, Bbq",Unknown,Unknown,3,,,FL
6112,2002,August,Florida,Restaurant,"Chicken, Nuggets/Fingers",Salmonella enterica,Suspected,2,,,FL
6113,2002,August,Florida,Catering Service,Shrimp Creole,Salmonella enterica,Suspected,2,,,FL
6114,2002,August,Florida,Private Home/Residence,"Black Beans And Rice; Red Meat, Unspecified",Unknown,Unknown,7,,,FL
6115,2002,August,Florida,Private Home/Residence,"Fish, Amberjack",Ciguatoxin,Suspected,7,2.0,,FL
6116,2002,August,Florida,Restaurant,"Chicken, Fried",Unknown,Unknown,4,,,FL
6117,2002,August,Florida,Restaurant,"Beans, Baked",Norovirus genogroup I,Suspected,19,0.0,0.0,FL
6118,2002,August,Florida,Private Home/Residence,"Ground Beef, Hamburger","Escherichia coli, Shiga toxin-producing",Confirmed,2,2.0,0.0,FL
6119,2002,August,Florida,Restaurant,"Ground Beef, Other","Escherichia coli, Enteropathogenic",Suspected,2,1.0,0.0,FL
6120,2002,August,Florida,Private Home/Residence,"Ground Beef, Unspecified","Escherichia coli, Enteropathogenic",Suspected,2,1.0,0.0,FL
6121,2002,August,Georgia,School/College/University,Meat Sauce,Staphylococcus aureus,Suspected,49,2.0,0.0,GA
6122,2002,August,Georgia,Restaurant,Unknown,Norovirus unknown,Confirmed,3,,,GA
6123,2002,August,Georgia,Unknown,Unknown,Salmonella enterica,Confirmed,19,0.0,0.0,GA
6124,2002,August,Hawaii,Restaurant,"Fish, Ahi",Scombroid toxin,Confirmed,2,0.0,0.0,HI
6125,2002,August,Hawaii,Restaurant,"Fish, Ahi",Scombroid toxin,Confirmed,2,0.0,0.0,HI
6126,2002,August,Hawaii,Restaurant,"Sandwich, Deli",Unknown,Unknown,2,0.0,0.0,HI
6127,2002,August,Hawaii,Restaurant,"Taco, Beef; Taco, Chicken",Unknown,Unknown,3,0.0,0.0,HI
6128,2002,August,Illinois,Catering Service,"Roast Beef, Other",Clostridium perfringens,Confirmed,19,0.0,0.0,IL
6129,2002,August,Illinois,Restaurant,Unknown,Unknown,Unknown,6,0.0,0.0,IL
6130,2002,August,Illinois,Restaurant,Unknown,Norovirus genogroup I,Suspected,4,0.0,0.0,IL
6131,2002,August,Illinois,Restaurant,Unknown,Norovirus genogroup I,Suspected,8,,,IL
6132,2002,August,Illinois,Restaurant,Unknown,Norovirus genogroup I,Suspected,13,2.0,0.0,IL
6133,2002,August,Illinois,Restaurant,Unknown,Unknown,Unknown,10,,,IL
6134,2002,August,Illinois,Restaurant,Unknown,Shigella sonnei,Confirmed,17,1.0,0.0,IL
6135,2002,August,Illinois,Restaurant,Unknown,Norovirus genogroup I,Suspected,4,0.0,0.0,IL
6136,2002,August,Illinois,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,IL
6137,2002,August,Iowa,Restaurant,Mashed Potato/Gravy,Salmonella enterica,Confirmed,47,7.0,0.0,IA
6138,2002,August,Kansas,Restaurant,Ice,Norovirus unknown,Confirmed,29,0.0,0.0,KS
6139,2002,August,Kansas,Private Home/Residence,"Ice Cream, Homemade",Salmonella enterica,Confirmed,10,1.0,0.0,KS
6140,2002,August,Kentucky,Private Home/Residence,"Ice Cream, Homemade",Salmonella enterica,Confirmed,6,,,KY
6141,2002,August,Maryland,Private Home/Residence,"Soup, Garri Egusi; Bean Dishes",Salmonella enterica,Confirmed,10,2.0,0.0,MD
6142,2002,August,Maryland,Restaurant,"Soup, Cream Of Crab",Unknown,Unknown,7,0.0,0.0,MD
6143,2002,August,Maryland,Restaurant,Multiple Salads,Salmonella enterica,Confirmed,25,3.0,,MD
6144,2002,August,Maryland,Restaurant,Chips And Salsa,Unknown,Unknown,4,,,MD
6145,2002,August,Maryland,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,MD
6146,2002,August,Maryland,Restaurant,Seafood Pasta,Salmonella enterica,Confirmed,3,1.0,0.0,MD
6147,2002,August,Massachusetts,Private Home/Residence; Catering Service,Unknown,"Escherichia coli, Shiga toxin-producing",Confirmed,13,3.0,0.0,MA
6148,2002,August,Massachusetts,Restaurant,Unknown,Salmonella enterica; Salmonella enterica,Confirmed,27,,,MA
6149,2002,August,Michigan,Restaurant,Unknown,Unknown,Unknown,4,0.0,0.0,MI
6150,2002,August,Michigan,Unknown,Unknown,Unknown,Unknown,24,,,MI
6151,2002,August,Michigan,Restaurant,"Chow Mein; Stir-Fry, Beef",Unknown,Unknown,3,,,MI
6152,2002,August,Michigan,Restaurant,Antipasta Salad,Norovirus genogroup I,Confirmed,9,0.0,0.0,MI
6153,2002,August,Michigan,Restaurant,Unknown,Unknown,Unknown,2,0.0,0.0,MI
6154,2002,August,Michigan,Restaurant,Unknown,Unknown,Unknown,3,0.0,0.0,MI
6155,2002,August,Minnesota,Catering Service,"Other Cheese, Unspecified; Ham, Unspecified",Norovirus genogroup I,Confirmed,55,0.0,0.0,MN
6156,2002,August,Minnesota,Camp,Unknown,Norovirus genogroup I,Confirmed,12,0.0,0.0,MN
6157,2002,August,Minnesota,Restaurant,Unknown,Norovirus genogroup I,Confirmed,6,0.0,0.0,MN
6158,2002,August,Missouri,Restaurant; Private Home/Residence,Unknown,Salmonella enterica,Confirmed,11,4.0,0.0,MO
6159,2002,August,Multistate,Unknown,"Ground Beef, Unspecified","Escherichia coli, Shiga toxin-producing",Confirmed,74,,0.0,Multi
6160,2002,August,Nebraska,Restaurant,"Pie, Cream",Salmonella enterica,Confirmed,10,2.0,0.0,NE
6161,2002,August,New Jersey,Restaurant,Caesar Salad,Norovirus genogroup I,Suspected,28,,,NJ
6162,2002,August,New York,Private Home/Residence; Catering Service,"Ethnic Style, Unspecified",Clostridium perfringens,Confirmed,35,,,NY
6163,2002,August,New York,Restaurant,"Clams, Raw",Unknown,Unknown,6,,,NY
6164,2002,August,New York,Restaurant,"Sandwich, Chicken Parmesan",Unknown,Unknown,9,,,NY
6165,2002,August,New York,Banquet Facility,Multiple Foods,Salmonella enterica,Confirmed,11,,,NY
6166,2002,August,North Carolina,Restaurant,Unknown,Salmonella enterica,Confirmed,4,0.0,0.0,NC
